municipality,county,municipality_id,county_id,latitude,longitude,hover
västerås,västmanland,1980,19,59.457644,16.314485,västmanland västerås
åstorp,skåne,1277,12,56.135365,13.04499,skåne åstorp
vetlanda,jönköping,0685,6,57.403087,15.497728,jönköping vetlanda
sundsvall,västernorrland,2281,22,62.299215,17.379976,västernorrland sundsvall
vara,västra götaland,1470,14,58.30143,13.186595,västra götaland vara
landskrona,skåne,1282,12,55.839439,12.986569,skåne landskrona
tjörn,västra götaland,1419,14,58.015795,11.514944,västra götaland tjörn
staffanstorp,skåne,1230,12,55.64914,13.268006,skåne staffanstorp
olofström,skåne,1060,10,55.832424,13.724734,skåne olofström
storfors,värmland,1760,17,59.437666,14.392945999999998,värmland storfors
svalöv,skåne,1214,12,55.999056,13.088313,skåne svalöv
skellefteå,västerbotten,2482,24,64.835173,20.984811,västerbotten skellefteå
partille,västra götaland,1402,14,57.750421,12.151588,västra götaland partille
tjörn,västra götaland,1419,14,58.026051,11.660106,västra götaland tjörn
ljungby,kronoberg,0781,7,56.78180500000001,13.903944,kronoberg ljungby
vallentuna,stockholm,0115,1,59.65750300000001,18.274701,stockholm vallentuna
bräcke,jämtland,2305,23,62.979221,16.085824,jämtland bräcke
götene,västra götaland,1471,14,58.509551,13.307386,västra götaland götene
gävle,gävleborg,2180,21,60.69876,17.194925,gävleborg gävle
öckerö,västra götaland,1407,14,57.75316700000001,11.65105,västra götaland öckerö
värnamo,jönköping,0683,6,57.17129499999999,13.921352,jönköping värnamo
kungälv,östergötland,1482,14,58.41022099999999,15.510259,östergötland kungälv
västerås,västmanland,1980,19,59.67913100000001,16.837808,västmanland västerås
karlskrona,blekinge,1080,10,56.269177,15.736482999999998,blekinge karlskrona
falköping,kronoberg,1499,14,56.82516700000001,14.777482999999998,kronoberg falköping
kävlinge,skåne,1261,12,55.79129399999999,13.107347,skåne kävlinge
falkenberg,halland,1382,13,57.064209,12.645174,halland falkenberg
ystad,skåne,1286,12,55.452452,13.935417,skåne ystad
köping,västmanland,1983,19,59.579954,15.879021,västmanland köping
örnsköldsvik,västernorrland,2284,22,63.169467,18.554621,västernorrland örnsköldsvik
ljungby,jönköping,0781,7,57.238215,14.069977,jönköping ljungby
timrå,västernorrland,2262,22,62.464177,17.258688,västernorrland timrå
laholm,halland,1381,13,56.512652,13.044638,halland laholm
växjö,kronoberg,0780,7,57.168903,14.580559,kronoberg växjö
hylte,halland,1315,13,57.077553,13.266096,halland hylte
nynäshamn,stockholm,0192,1,59.035934,17.989155,stockholm nynäshamn
vetlanda,jönköping,0685,6,57.36962,14.901320000000002,jönköping vetlanda
landskrona,skåne,1282,12,55.8698,12.829673,skåne landskrona
härryda,västra götaland,1401,14,57.68529300000001,12.22349,västra götaland härryda
uddevalla,västra götaland,1485,14,58.340046,11.72853,västra götaland uddevalla
värnamo,jönköping,0683,6,57.223516,13.777647,jönköping värnamo
vara,västra götaland,1470,14,58.188968,13.126441,västra götaland vara
örebro,örebro,1880,18,59.275532,14.987604,örebro örebro
halmstad,halland,1380,13,56.597352,12.92706,halland halmstad
laxå,örebro,1860,18,58.98295400000001,14.619779,örebro laxå
jönköping,jönköping,0680,6,57.773366,14.418215,jönköping jönköping
leksand,dalarna,2029,20,60.72476800000001,14.868460999999998,dalarna leksand
uppvidinge,kronoberg,0760,7,56.99777,15.284947,kronoberg uppvidinge
ängelholm,skåne,1292,12,56.33525899999999,12.973061,skåne ängelholm
skövde,västra götaland,1496,14,58.477042,13.709034,västra götaland skövde
lerum,västra götaland,1441,14,57.769947,12.268929,västra götaland lerum
filipstad,värmland,1782,17,59.97628,14.184060999999998,värmland filipstad
lessebo,kronoberg,0761,7,56.756624,15.26795,kronoberg lessebo
älmhult,kronoberg,0765,7,56.663235,14.265872,kronoberg älmhult
nynäshamn,stockholm,0192,1,58.95809000000001,17.906444,stockholm nynäshamn
sundsvall,västernorrland,2281,22,62.699009,16.803524,västernorrland sundsvall
ljungby,kronoberg,0781,7,56.827578,13.440539,kronoberg ljungby
lidingö,stockholm,0186,1,59.364384,18.133142000000007,stockholm lidingö
lidköping,västra götaland,1494,14,58.568247,13.00989,västra götaland lidköping
lidköping,västra götaland,1494,14,58.568247,13.00989,västra götaland lidköping
lilla edet,västra götaland,1462,14,58.157211,12.08163,västra götaland lilla edet
lilla edet,västra götaland,1462,14,58.157211,12.08163,västra götaland lilla edet
kävlinge,skåne,1261,12,55.79275300000001,13.202751,skåne kävlinge
ekerö,stockholm,0125,1,59.384764,17.524639,stockholm ekerö
laholm,halland,1381,13,56.527249,13.056591,halland laholm
ljusdal,gävleborg,2161,21,61.83277,16.057998,gävleborg ljusdal
härjedalen,jämtland,2361,23,61.85104499999999,14.06833,jämtland härjedalen
enköping,östergötland,0381,3,58.499803,15.903497,östergötland enköping
piteå,norrbotten,2581,25,65.37399599999999,21.151354,norrbotten piteå
tranemo,västra götaland,1452,14,57.537388,13.356598000000002,västra götaland tranemo
kristianstad,skåne,1290,12,55.933072,13.823756,skåne kristianstad
lindesberg,örebro,1885,18,59.593056,15.226496,örebro lindesberg
vallentuna,blekinge,0115,1,56.151828,15.585013,blekinge vallentuna
kalmar,kalmar,0880,8,56.733926,16.297432999999998,kalmar kalmar
norrköping,kalmar,0581,5,56.673253,16.361488,kalmar norrköping
ockelbo,gävleborg,2101,21,61.048803,16.694169,gävleborg ockelbo
linköping,östergötland,0580,5,58.429082,15.78718,östergötland linköping
linköping,östergötland,0580,5,58.409813,15.624525,östergötland linköping
tingsryd,kronoberg,0763,7,56.660845,15.124572,kronoberg tingsryd
ronneby,blekinge,1081,10,56.196403,15.402268,blekinge ronneby
östersund,jämtland,2380,23,63.31665699999999,14.849945000000002,jämtland östersund
norrköping,östergötland,0581,5,58.577125,16.307637,östergötland norrköping
klippan,skåne,1276,12,56.07444200000001,13.233562,skåne klippan
kalmar,kalmar,0880,8,56.633975,16.168375,kalmar kalmar
ljungby,kronoberg,0781,7,56.832588,13.935991,kronoberg ljungby
tranemo,västra götaland,1452,14,57.56510400000001,13.583329999999998,västra götaland tranemo
linköping,östergötland,0580,5,58.508132,15.502618,östergötland linköping
uddevalla,västra götaland,1485,14,58.22465,11.919828,västra götaland uddevalla
ljusdal,gävleborg,2161,21,61.829375,16.095359,gävleborg ljusdal
finspång,östergötland,0562,5,58.788109,15.493705,östergötland finspång
söderhamn,gävleborg,2182,21,61.21363,17.128154000000002,gävleborg söderhamn
österåker,stockholm,0117,1,59.531146,18.618247,stockholm österåker
västervik,kalmar,0883,8,57.904348,16.693118,kalmar västervik
lomma,skåne,1262,12,55.674534,13.070892,skåne lomma
ljusdal,gävleborg,2161,21,61.736513,15.169209,gävleborg ljusdal
finspång,östergötland,0562,5,58.7341,15.827684,östergötland finspång
bollnäs,gävleborg,2183,21,61.419319,16.407473,gävleborg bollnäs
sundsvall,västernorrland,2281,22,62.301515,17.05193,västernorrland sundsvall
söderköping,östergötland,0582,5,58.507934,16.137539,östergötland söderköping
ludvika,dalarna,2085,20,60.150377,15.181398000000002,dalarna ludvika
värmdö,stockholm,0120,1,59.25587,18.535627,stockholm värmdö
kramfors,västra götaland,2282,22,57.766888,12.216301,västra götaland kramfors
mariestad,västra götaland,1493,14,58.644023,13.699969,västra götaland mariestad
luleå,norrbotten,2580,25,65.583135,22.146013,norrbotten luleå
kungälv,uppsala,1482,14,59.67123,17.047432,uppsala kungälv
kramfors,gävleborg,2282,22,61.974137,17.241551,gävleborg kramfors
lund,skåne,1281,12,55.70292900000001,13.192944,skåne lund
götene,västra götaland,1471,14,58.471591,13.445263,västra götaland götene
tomelilla,skåne,1270,12,55.543894,14.040716,skåne tomelilla
östersund,västernorrland,2380,23,63.784732,17.65762,västernorrland östersund
ekerö,stockholm,0125,1,59.274685,17.70826,stockholm ekerö
lycksele,västerbotten,2481,24,64.595861,18.677755,västerbotten lycksele
västerås,västmanland,1980,19,59.695182,16.567965,västmanland västerås
mariestad,västra götaland,1493,14,58.80363000000001,14.059126999999998,västra götaland mariestad
lysekil,västra götaland,1484,14,58.291426,11.329568,västra götaland lysekil
sunne,värmland,1766,17,60.015272,13.132996,värmland sunne
alingsås,västra götaland,1489,14,58.045332,12.520669,västra götaland alingsås
emmaboda,blekinge,0862,8,56.429453,15.461471,blekinge emmaboda
sollefteå,västernorrland,2283,22,63.185115,17.056398,västernorrland sollefteå
hedemora,dalarna,2083,20,60.451773,16.032348000000002,dalarna hedemora
örnsköldsvik,västernorrland,2284,22,63.631477,18.698402,västernorrland örnsköldsvik
värmdö,norrbotten,0120,1,65.416475,21.850586,norrbotten värmdö
falkenberg,halland,1382,13,56.97913199999999,12.447907,halland falkenberg
uppsala,uppsala,0380,3,60.088426,17.555379000000002,uppsala uppsala
kalmar,kalmar,0880,8,56.782908,16.294941,kalmar kalmar
tranemo,västra götaland,1452,14,57.601177,13.242889000000002,västra götaland tranemo
uppsala,uppsala,0380,3,59.878854,17.966069,uppsala uppsala
vingåker,södermanland,0428,4,59.129561,15.799966,södermanland vingåker
gotland,gotland,0980,9,57.785162,18.790637,gotland gotland
eslöv,skåne,1285,12,55.775677,13.514907999999998,skåne eslöv
kävlinge,skåne,1261,12,55.763213,13.000394,skåne kävlinge
ystad,skåne,1286,12,55.438801,14.113706,skåne ystad
lilla edet,västra götaland,1462,14,58.033758,12.154571,västra götaland lilla edet
nordmaling,västerbotten,2401,24,63.549258,19.390514000000003,västerbotten nordmaling
osby,skåne,1273,12,56.398584,14.321326,skåne osby
sölvesborg,blekinge,1083,10,56.071259,14.696498000000002,blekinge sölvesborg
borgholm,kalmar,0885,8,57.166116,16.996494000000002,kalmar borgholm
upplands väsby,stockholm,0114,1,59.541799,17.916415,stockholm upplands väsby
sjöbo,skåne,1265,12,55.65228000000001,13.891960999999998,skåne sjöbo
uppsala,uppsala,0380,3,59.958716,17.577545999999998,uppsala uppsala
skellefteå,västerbotten,2482,24,64.368753,21.313517,västerbotten skellefteå
tidaholm,västra götaland,1498,14,58.140409,13.921067,västra götaland tidaholm
alingsås,västra götaland,1489,14,58.113151,12.62335,västra götaland alingsås
hässleholm,skåne,1293,12,56.241004,13.711531,skåne hässleholm
gällivare,norrbotten,2523,25,67.176118,20.658935,norrbotten gällivare
gällivare,norrbotten,2523,25,67.176118,20.658935,norrbotten gällivare
nässjö,kronoberg,0682,6,56.840954,14.049387,kronoberg nässjö
västerås,kalmar,1980,19,57.01489,16.219951000000002,kalmar västerås
flen,södermanland,0482,4,59.133138,16.725512,södermanland flen
linköping,östergötland,0580,5,58.416735,15.516966,östergötland linköping
malmö,skåne,1280,12,55.605293,13.000156,skåne malmö
sotenäs,gävleborg,1427,14,60.58900500000001,16.77788,gävleborg sotenäs
malå,västerbotten,2418,24,65.238752,18.729258,västerbotten malå
mjölby,östergötland,0586,5,58.354314,15.288493,östergötland mjölby
ulricehamn,halland,1491,14,56.7052,13.029041,halland ulricehamn
ängelholm,skåne,1292,12,56.335859,12.892382,skåne ängelholm
eksjö,jönköping,0686,6,57.615689,15.580343,jönköping eksjö
östersund,jämtland,2380,23,63.116689,14.723028,jämtland östersund
strängnäs,södermanland,0486,4,59.259945,17.222948000000002,södermanland strängnäs
eslöv,skåne,1285,12,55.864144,13.151533,skåne eslöv
strängnäs,uppsala,0486,4,59.83894300000001,17.870542999999994,uppsala strängnäs
mariestad,västra götaland,1493,14,58.800977,13.751662,västra götaland mariestad
markaryd,kronoberg,0767,7,56.459613,13.591983,kronoberg markaryd
söderhamn,gävleborg,2182,21,61.278953,16.896402,gävleborg söderhamn
älvkarleby,uppsala,0319,3,59.784245,17.83982,uppsala älvkarleby
vingåker,södermanland,0428,4,59.045239,16.069696,södermanland vingåker
kungälv,västra götaland,1482,14,57.886761,11.588797,västra götaland kungälv
sundsvall,västernorrland,2281,22,62.346769,17.019979,västernorrland sundsvall
skellefteå,västerbotten,2482,24,64.74523,20.756741,västerbotten skellefteå
arboga,västmanland,1984,19,59.45151600000001,15.754719,västmanland arboga
tierp,uppsala,0360,3,60.44591,17.403973,uppsala tierp
örnsköldsvik,västernorrland,2284,22,63.424772,18.308823,västernorrland örnsköldsvik
laholm,halland,1381,13,56.504597,12.948391,halland laholm
mellerud,västra götaland,1461,14,58.682429000000006,12.525313,västra götaland mellerud
flen,södermanland,0482,4,59.100733,16.561849,södermanland flen
strängnäs,södermanland,0486,4,59.280796,16.980532,södermanland strängnäs
sölvesborg,blekinge,1083,10,56.04708299999999,14.678026999999998,blekinge sölvesborg
kramfors,västernorrland,2282,22,62.98669,18.430428,västernorrland kramfors
svenljunga,västra götaland,1465,14,57.314698,12.875615,västra götaland svenljunga
höganäs,kronoberg,1284,12,56.816097,14.360647,kronoberg höganäs
mjölby,östergötland,0586,5,58.295391,15.179064000000002,östergötland mjölby
hagfors,värmland,1783,17,59.879452,13.55936,värmland hagfors
gagnef,dalarna,2026,20,60.502899,14.959955,dalarna gagnef
söderköping,östergötland,0582,5,58.451127,16.451785,östergötland söderköping
alvesta,kronoberg,0764,7,57.004355,14.572810999999998,kronoberg alvesta
söderhamn,gävleborg,2182,21,61.29454000000001,16.827051,gävleborg söderhamn
töreboda,västra götaland,1473,14,58.607027,14.038339,västra götaland töreboda
örnsköldsvik,västernorrland,2284,22,63.379294,18.455573,västernorrland örnsköldsvik
karlstad,värmland,1780,17,59.602235,13.728668,värmland karlstad
orust,västra götaland,1421,14,58.073313,11.475499,västra götaland orust
mora,dalarna,2062,20,61.008209,14.543133,dalarna mora
heby,uppsala,0331,3,59.933759,16.962697,uppsala heby
falkenberg,halland,1382,13,56.97929300000001,12.395902,halland falkenberg
motala,östergötland,0583,5,58.542039,15.041261,östergötland motala
lekeberg,örebro,1814,18,59.15156800000001,14.683658,örebro lekeberg
mullsjö,jönköping,0642,6,57.942325,13.816638,jönköping mullsjö
västerås,västmanland,1980,19,59.744661,16.52196,västmanland västerås
ängelholm,skåne,1292,12,56.256101,12.973975,skåne ängelholm
munkedal,västra götaland,1430,14,58.607817,11.672323,västra götaland munkedal
munkfors,värmland,1762,17,59.809955,13.488232,värmland munkfors
köping,västmanland,1983,19,59.532577,16.134284,västmanland köping
haninge,stockholm,0136,1,58.99583000000001,18.114857,stockholm haninge
skellefteå,västerbotten,2482,24,64.753,20.843137,västerbotten skellefteå
tjörn,västra götaland,1419,14,58.05549,11.743581,västra götaland tjörn
vetlanda,jönköping,0685,6,57.384661,14.966435999999998,jönköping vetlanda
berg,jämtland,2326,23,63.000251,14.338833,jämtland berg
hultsfred,kalmar,0860,8,57.387601,15.812169,kalmar hultsfred
östersund,jämtland,2380,23,63.15329300000001,14.503876000000002,jämtland östersund
tierp,uppsala,0360,3,60.226211,17.466286,uppsala tierp
luleå,norrbotten,2580,25,65.544163,21.902536,norrbotten luleå
sigtuna,stockholm,0191,1,59.625238,17.851567000000006,stockholm sigtuna
sala,västmanland,1981,19,60.086028000000006,16.544777,västmanland sala
höganäs,skåne,1284,12,56.282746,12.498322,skåne höganäs
karlsborg,västra götaland,1446,14,58.494309,14.41381,västra götaland karlsborg
södertälje,stockholm,0181,1,59.048603,17.41531,stockholm södertälje
härryda,västra götaland,1401,14,57.658361,12.113576,västra götaland härryda
mönsterås,kalmar,0861,8,57.042955000000006,16.444801000000002,kalmar mönsterås
helsingborg,skåne,1283,12,56.056735,12.877454,skåne helsingborg
mörbylånga,kalmar,0840,8,56.524963,16.379998,kalmar mörbylånga
hultsfred,kalmar,0860,8,57.32330200000001,15.865313,kalmar hultsfred
karlshamn,blekinge,1082,10,56.19251600000001,14.751521,blekinge karlshamn
åre,jämtland,2321,23,63.309848,13.657397,jämtland åre
sundsvall,västernorrland,2281,22,62.376436,16.848226,västernorrland sundsvall
rättvik,dalarna,2031,20,60.938578,15.225472,dalarna rättvik
södertälje,stockholm,0181,1,59.064191,17.6241,stockholm södertälje
haparanda,norrbotten,2583,25,65.804057,23.91427,norrbotten haparanda
gnosjö,jönköping,0617,6,57.407874,13.637141,jönköping gnosjö
ulricehamn,västra götaland,1491,14,57.827588,13.193772,västra götaland ulricehamn
hudiksvall,gävleborg,2184,21,61.613485,17.052906,gävleborg hudiksvall
göteborg,västra götaland,1480,14,57.777278,11.831599,västra götaland göteborg
nora,västernorrland,1884,18,62.763013,18.272028,västernorrland nora
norberg,västmanland,1962,19,60.061747,15.95491,västmanland norberg
avesta,västernorrland,2084,20,62.74277900000001,18.120571,västernorrland avesta
kramfors,västernorrland,2282,22,62.845904,18.655486,västernorrland kramfors
vänersborg,västra götaland,1487,14,58.382685,12.41426,västra götaland vänersborg
nordmaling,västerbotten,2401,24,63.475532,19.548486,västerbotten nordmaling
göteborg,västra götaland,1480,14,57.861715,11.517247,västra götaland göteborg
sölvesborg,blekinge,1083,10,56.122104,14.668745,blekinge sölvesborg
örebro,örebro,1880,18,59.226584,15.250518,örebro örebro
värmdö,stockholm,0120,1,59.354259,18.408346,stockholm värmdö
borlänge,dalarna,2081,20,60.530472,15.356155,dalarna borlänge
haninge,stockholm,0136,1,58.99583000000001,18.114857,stockholm haninge
botkyrka,stockholm,0127,1,59.189071,17.915707,stockholm botkyrka
höör,skåne,1267,12,56.01765500000001,13.507504,skåne höör
värmdö,halland,0120,1,57.365182,12.057731,halland värmdö
gotland,gotland,0980,9,57.664609,18.332447,gotland gotland
piteå,norrbotten,2581,25,65.419619,21.500646,norrbotten piteå
härjedalen,jämtland,2361,23,62.424745,13.534382999999998,jämtland härjedalen
uppvidinge,kronoberg,0760,7,57.127551,15.162189,kronoberg uppvidinge
norrköping,östergötland,0581,5,58.590912,16.190351,östergötland norrköping
umeå,västerbotten,2480,24,63.667528,20.12363,västerbotten umeå
gävle,gävleborg,2180,21,60.929974,17.140667,gävleborg gävle
norrtälje,stockholm,0188,1,59.759173,18.703747,stockholm norrtälje
karlstad,örebro,1780,17,59.687833,14.616433,örebro karlstad
norrköping,östergötland,0581,5,58.50629300000001,15.974581,östergötland norrköping
norsjö,västerbotten,2417,24,64.936309,19.476216,västerbotten norsjö
essunga,västra götaland,1445,14,58.188396,12.719209,västra götaland essunga
mora,dalarna,2062,20,60.962501,14.64618,dalarna mora
härryda,västra götaland,1401,14,57.656138,12.165207,västra götaland härryda
kalix,uppsala,2514,25,59.83728000000001,17.535841,uppsala kalix
nybro,kalmar,0881,8,56.745225,15.906154,kalmar nybro
ystad,skåne,1286,12,55.433008,13.950298000000002,skåne ystad
kristianstad,skåne,1290,12,55.85401,14.225262,skåne kristianstad
vetlanda,jönköping,0685,6,57.343615,15.274067,jönköping vetlanda
lilla edet,kronoberg,1462,14,56.962263,14.835024,kronoberg lilla edet
ludvika,dalarna,2085,20,60.292442,14.969654,dalarna ludvika
linköping,östergötland,0580,5,58.22165,15.5007,östergötland linköping
filipstad,värmland,1782,17,59.62252700000001,14.304553,värmland filipstad
nykvarn,stockholm,0140,1,59.196648,17.397728,stockholm nykvarn
motala,södermanland,0583,5,58.829787,16.747025,södermanland motala
nyköping,södermanland,0480,4,58.754491,17.011814,södermanland nyköping
kramfors,norrbotten,2282,22,65.860968,24.121486,norrbotten kramfors
bromölla,skåne,1272,12,56.039288,14.464035,skåne bromölla
nynäshamn,stockholm,0192,1,58.90564499999999,17.947098,stockholm nynäshamn
norrtälje,stockholm,0188,1,59.810277,18.893669,stockholm norrtälje
vansbro,dalarna,2021,20,60.455788,14.497512,dalarna vansbro
krokom,jämtland,2309,23,63.34814,14.254167,jämtland krokom
avesta,dalarna,2084,20,60.179828,16.4786,dalarna avesta
nässjö,jönköping,0682,6,57.653037,14.698154999999998,jönköping nässjö
bromölla,skåne,1272,12,56.172615,14.498832,skåne bromölla
hudiksvall,gävleborg,2184,21,61.76666700000001,16.866667,gävleborg hudiksvall
strömsund,jämtland,2313,23,63.851591000000006,15.535497,jämtland strömsund
sollefteå,västernorrland,2283,22,63.442944,16.897485999999994,västernorrland sollefteå
karlskrona,blekinge,1080,10,56.205946,15.530474,blekinge karlskrona
nyköping,södermanland,0480,4,58.63006,16.796682,södermanland nyköping
karlskrona,blekinge,1080,10,56.375172,15.565153,blekinge karlskrona
växjö,kronoberg,0780,7,56.69589200000001,15.022591,kronoberg växjö
ale,västra götaland,1440,14,57.906877,12.06016,västra götaland ale
umeå,västerbotten,2480,24,63.702584,20.313093,västerbotten umeå
ockelbo,gävleborg,2101,21,60.9197,16.54267,gävleborg ockelbo
örebro,örebro,1880,18,59.162539,15.525526,örebro örebro
falköping,västra götaland,1499,14,58.154929,13.435662,västra götaland falköping
mönsterås,kalmar,0861,8,56.998086,16.503481,kalmar mönsterås
torsby,värmland,1737,17,60.135705,13.036516,värmland torsby
göteborg,västra götaland,1480,14,57.798552,12.168591,västra götaland göteborg
olofström,blekinge,1060,10,56.278997,14.533325,blekinge olofström
bollebygd,västra götaland,1443,14,57.691805,12.698833,västra götaland bollebygd
askersund,örebro,1882,18,58.75554,14.799502,örebro askersund
kungsbacka,halland,1384,13,57.427218,12.03027,halland kungsbacka
tomelilla,skåne,1270,12,55.59849200000001,14.050292,skåne tomelilla
nässjö,jönköping,0682,6,57.666574,14.83086,jönköping nässjö
borlänge,dalarna,2081,20,60.510133,15.538583,dalarna borlänge
nybro,kalmar,0881,8,56.839478,15.748617,kalmar nybro
flen,södermanland,0482,4,59.08054,16.563566,södermanland flen
östersund,jämtland,2380,23,63.106351,14.437171,jämtland östersund
orsa,dalarna,2034,20,61.12011700000001,14.622253,dalarna orsa
hörby,skåne,1266,12,55.84821,13.610839000000002,skåne hörby
osby,skåne,1273,12,56.382746,13.993285,skåne osby
oskarshamn,kalmar,0882,8,57.263281000000006,16.444347,kalmar oskarshamn
halmstad,halland,1380,13,56.801561,12.976093,halland halmstad
skellefteå,västerbotten,2482,24,64.881956,21.063818,västerbotten skellefteå
gullspång,västra götaland,1447,14,58.94379,14.039389000000002,västra götaland gullspång
oxelösund,södermanland,0481,4,58.670016,17.104082000000002,södermanland oxelösund
malmö,skåne,1280,12,55.546157,13.096786,skåne malmö
pajala,norrbotten,2521,25,67.209036,23.364729,norrbotten pajala
ekerö,stockholm,0125,1,59.284221,17.846563,stockholm ekerö
vetlanda,jönköping,0685,6,57.468898,15.50939,jönköping vetlanda
filipstad,örebro,1782,17,59.113364,15.546807,örebro filipstad
södertälje,stockholm,0181,1,59.152798,17.656330999999994,stockholm södertälje
perstorp,skåne,1275,12,56.137696,13.395281,skåne perstorp
luleå,norrbotten,2580,25,65.739828,22.168236,norrbotten luleå
bräcke,jämtland,2305,23,62.95434,15.043739000000002,jämtland bräcke
västervik,kalmar,0883,8,57.778491,16.633994,kalmar västervik
piteå,norrbotten,2581,25,65.313476,21.489939,norrbotten piteå
jokkmokk,norrbotten,2510,25,66.96008,19.822231,norrbotten jokkmokk
arvika,stockholm,1784,17,59.621465,17.706711,stockholm arvika
sölvesborg,blekinge,1083,10,56.167715,14.683124,blekinge sölvesborg
helsingborg,skåne,1283,12,56.031794,12.815699,skåne helsingborg
hallsberg,örebro,1861,18,59.065183,15.337320000000002,örebro hallsberg
kalix,norrbotten,2514,25,65.813772,22.891509,norrbotten kalix
kalmar,kalmar,0880,8,56.568072,15.926524,kalmar kalmar
oskarshamn,kalmar,0882,8,57.162953,16.459455,kalmar oskarshamn
tanum,västra götaland,1435,14,58.610765,11.471778,västra götaland tanum
karlskrona,blekinge,1080,10,56.183646,15.766504,blekinge karlskrona
surahammar,västmanland,1907,19,59.776193000000006,16.19783,västmanland surahammar
lindesberg,örebro,1885,18,59.76850500000001,15.300246,örebro lindesberg
sollefteå,västernorrland,2283,22,63.538099,16.468698,västernorrland sollefteå
uppsala,uppsala,0380,3,59.798448,17.442889,uppsala uppsala
härnösand,västernorrland,2280,22,62.816873,17.86541,västernorrland härnösand
sala,västmanland,1981,19,59.81141,16.638089,västmanland sala
linköping,östergötland,0580,5,58.410335,15.420873,östergötland linköping
gislaved,jönköping,0662,6,57.175757,13.592978,jönköping gislaved
finspång,östergötland,0562,5,58.830057,15.931366,östergötland finspång
bollnäs,gävleborg,2183,21,61.362768,16.614325,gävleborg bollnäs
borlänge,dalarna,2081,20,60.51579399999999,15.344262,dalarna borlänge
vaxholm,stockholm,0187,1,59.430784,18.333296,stockholm vaxholm
lund,skåne,1281,12,55.72582,13.459653,skåne lund
norrtälje,stockholm,0188,1,59.631719,18.517372,stockholm norrtälje
norrtälje,stockholm,0188,1,59.745319,18.360176,stockholm norrtälje
kinda,östergötland,0513,5,58.137829,15.676201999999998,östergötland kinda
vaxholm,stockholm,0187,1,59.40183,18.372286,stockholm vaxholm
valdemarsvik,östergötland,0563,5,58.333783,16.44443,östergötland valdemarsvik
kalmar,kalmar,0880,8,56.65459300000001,16.261189,kalmar kalmar
kristianstad,skåne,1290,12,55.98214399999999,14.273104,skåne kristianstad
kungälv,västra götaland,1482,14,57.89449499999999,11.850962,västra götaland kungälv
kungälv,västra götaland,1482,14,57.906184,11.936017,västra götaland kungälv
kalix,norrbotten,2514,25,65.81074699999999,23.244968,norrbotten kalix
robertsfors,västerbotten,2409,24,64.193285,20.854274,västerbotten robertsfors
hofors,gävleborg,2104,21,60.57075,16.270978,gävleborg hofors
lindesberg,örebro,1885,18,59.528885,15.449055,örebro lindesberg
kalmar,kalmar,0880,8,56.804297,16.349063,kalmar kalmar
piteå,norrbotten,2581,25,65.349932,21.178993,norrbotten piteå
kalix,norrbotten,2514,25,65.846276,23.124370000000006,norrbotten kalix
varberg,halland,1383,13,57.145253,12.45987,halland varberg
gotland,gotland,0980,9,57.50739300000001,18.450613,gotland gotland
borlänge,dalarna,2081,20,60.44250400000001,15.482722,dalarna borlänge
ronneby,blekinge,1081,10,56.17405400000001,15.292186,blekinge ronneby
ronneby,blekinge,1081,10,56.210041,15.276035,blekinge ronneby
hultsfred,kalmar,0860,8,57.362821,15.839269,kalmar hultsfred
tranemo,västra götaland,1452,14,57.526661,13.344477,västra götaland tranemo
sigtuna,stockholm,0191,1,59.581732,17.888175,stockholm sigtuna
strömsund,jämtland,2313,23,63.928714,16.314311,jämtland strömsund
piteå,norrbotten,2581,25,65.426626,21.692732,norrbotten piteå
ovanåker,gävleborg,2121,21,61.394776,15.838278,gävleborg ovanåker
sunne,värmland,1766,17,59.796396,13.109385,värmland sunne
växjö,kronoberg,0780,7,57.021676,14.8921,kronoberg växjö
älvdalen,dalarna,2039,20,61.256161,14.038113,dalarna älvdalen
högsby,östergötland,0821,8,58.98194,15.863871,östergötland högsby
hammarö,jönköping,1761,17,57.786236,13.865392000000002,jönköping hammarö
nordmaling,västerbotten,2401,24,63.541151,19.440203,västerbotten nordmaling
ovanåker,gävleborg,2121,21,61.355796,16.143664,gävleborg ovanåker
nyköping,södermanland,0480,4,58.872985,17.07443,södermanland nyköping
lycksele,västerbotten,2481,24,64.815066,18.899262,västerbotten lycksele
luleå,norrbotten,2580,25,65.670178,22.08985,norrbotten luleå
härryda,västra götaland,1401,14,58.05637,13.332731,västra götaland härryda
värnamo,jönköping,0683,6,56.987188,14.309857,jönköping värnamo
alingsås,västra götaland,1489,14,58.220865,13.372489000000002,västra götaland alingsås
mark,västra götaland,1463,14,57.556172,12.693667,västra götaland mark
borås,västra götaland,1490,14,57.654335,12.884362,västra götaland borås
österåker,stockholm,0117,1,59.463626,18.185024,stockholm österåker
helsingborg,skåne,1283,12,55.966444,12.780677,skåne helsingborg
jönköping,västra götaland,0680,6,58.220865,13.372489000000002,västra götaland jönköping
skurup,skåne,1264,12,55.470789,13.58829,skåne skurup
ydre,östergötland,0512,5,57.800021,15.146572,östergötland ydre
tingsryd,västra götaland,0763,7,58.220865,13.372489000000002,västra götaland tingsryd
hylte,halland,1315,13,56.960859,13.143345000000002,halland hylte
ljungby,kronoberg,0781,7,56.86449200000001,14.167912,kronoberg ljungby
