municipality,county,municipality_id,county_id,latitude,longitude,hover
huddinge,stockholm,0126,1,59.1909,17.982329999999994,stockholm huddinge
örebro,örebro,1880,18,59.318326,15.400557,örebro örebro
arvika,värmland,1784,17,59.554853,12.560902,värmland arvika
ystad,skåne,1286,12,55.451134,14.023794,skåne ystad
falkenberg,halland,1382,13,56.932469,12.364506,halland falkenberg
arvidsjaur,norrbotten,2505,25,65.260836,19.635022,norrbotten arvidsjaur
landskrona,skåne,1282,12,55.941698,12.810486,skåne landskrona
mörbylånga,kalmar,0840,8,56.718267,16.534881,kalmar mörbylånga
nordanstig,gävleborg,2132,21,62.048928,17.254518,gävleborg nordanstig
gnesta,södermanland,0461,4,59.048663,17.312548,södermanland gnesta
gnosjö,jönköping,0617,6,57.35856500000001,13.788214000000002,jönköping gnosjö
ludvika,dalarna,2085,20,60.14771500000001,15.092607,dalarna ludvika
örnsköldsvik,västernorrland,2284,22,63.430935,18.424791,västernorrland örnsköldsvik
sigtuna,stockholm,0191,1,59.657562,17.632342,stockholm sigtuna
vindeln,stockholm,2404,24,59.56150600000001,18.76409,stockholm vindeln
norrköping,östergötland,0581,5,58.69683199999999,16.150095999999998,östergötland norrköping
tanum,västra götaland,1435,14,58.691937,11.253141,västra götaland tanum
åtvidaberg,östergötland,0561,5,58.302142,15.871671,östergötland åtvidaberg
båstad,skåne,1278,12,55.622487,13.197019,skåne båstad
enköping,uppsala,0381,3,59.625462,17.259092000000006,uppsala enköping
alvesta,kronoberg,0764,7,56.738893,14.542548000000002,kronoberg alvesta
nässjö,jönköping,0682,6,57.499859,14.442429,jönköping nässjö
tranemo,västra götaland,1452,14,57.484848,13.551954,västra götaland tranemo
norrtälje,stockholm,0188,1,60.098176,18.805852,stockholm norrtälje
lekeberg,örebro,1814,18,59.162062,14.830566,örebro lekeberg
lysekil,västra götaland,1484,14,58.213364,11.419244,västra götaland lysekil
finspång,östergötland,0562,5,58.801861,15.555081,östergötland finspång
hällefors,örebro,1863,18,59.705624,14.536707,örebro hällefors
valdemarsvik,örebro,0563,5,59.213739,15.258451,örebro valdemarsvik
lerum,västra götaland,1441,14,57.838561,12.299197,västra götaland lerum
norrtälje,stockholm,0188,1,59.76416800000001,19.032137,stockholm norrtälje
alingsås,västra götaland,1489,14,58.08105,12.492747,västra götaland alingsås
ludvika,dalarna,2085,20,60.075164,15.006748000000002,dalarna ludvika
ludvika,dalarna,2085,20,60.075164,15.006748000000002,dalarna ludvika
jönköping,jönköping,0680,6,58.025058,14.467314000000002,jönköping jönköping
olofström,blekinge,1060,10,56.229872,14.606554,blekinge olofström
grästorp,västra götaland,1444,14,58.32880600000001,12.625973,västra götaland grästorp
nynäshamn,skåne,0192,1,56.08296,14.52236,skåne nynäshamn
bromölla,skåne,1272,12,56.048191,14.419841,skåne bromölla
smedjebacken,uppsala,2061,20,60.360709,17.463489000000006,uppsala smedjebacken
falköping,västra götaland,1499,14,58.22691700000001,13.567101999999998,västra götaland falköping
halmstad,halland,1380,13,56.702952,12.735216,halland halmstad
halmstad,halland,1380,13,56.590329,12.947142,halland halmstad
rättvik,dalarna,2031,20,61.059703000000006,15.185579999999998,dalarna rättvik
vimmerby,kalmar,0884,8,57.800057,15.717278,kalmar vimmerby
gullspång,västra götaland,1447,14,58.92537,14.130022,västra götaland gullspång
arvika,värmland,1784,17,59.81352800000001,12.572332,värmland arvika
västervik,kalmar,0883,8,57.722421,16.527503,kalmar västervik
uppsala,uppsala,0380,3,59.854163,17.833642,uppsala uppsala
lindesberg,örebro,1885,18,59.645375,15.218535,örebro lindesberg
värmdö,stockholm,0120,1,59.325623,18.388514,stockholm värmdö
valdemarsvik,östergötland,0563,5,58.27334200000001,16.501596,östergötland valdemarsvik
nora,örebro,1884,18,59.504923,14.966624,örebro nora
borås,västra götaland,1490,14,57.701552,13.023595,västra götaland borås
mörbylånga,kalmar,0840,8,56.604353,16.642559,kalmar mörbylånga
älvkarleby,värmland,0319,3,59.223892000000006,14.059119,värmland älvkarleby
eslöv,skåne,1285,12,55.764195,13.322496,skåne eslöv
uppsala,uppsala,0380,3,59.94269,17.87557,uppsala uppsala
strömsund,jämtland,2313,23,64.502789,14.146139000000002,jämtland strömsund
gällivare,norrbotten,2523,25,67.135243,20.660484,norrbotten gällivare
ulricehamn,västra götaland,1491,14,57.66905500000001,13.433189000000002,västra götaland ulricehamn
bräcke,jämtland,2305,23,62.918379,15.249429,jämtland bräcke
karlskrona,blekinge,1080,10,56.170836,15.73994,blekinge karlskrona
kristianstad,skåne,1290,12,55.946387,14.156024,skåne kristianstad
simrishamn,skåne,1291,12,55.54591600000001,14.185332999999998,skåne simrishamn
gävle,gävleborg,2180,21,60.675013,17.146701,gävleborg gävle
lilla edet,västra götaland,1462,14,57.712516,12.927321,västra götaland lilla edet
göteborg,västra götaland,1480,14,57.707232,11.967017,västra götaland göteborg
götene,västra götaland,1471,14,58.528062,13.492122,västra götaland götene
arboga,västmanland,1984,19,59.35414599999999,15.667716,västmanland arboga
habo,jönköping,0643,6,57.975174,14.065819,jönköping habo
berg,jämtland,2326,23,62.923938,14.518695,jämtland berg
enköping,västra götaland,0381,3,57.698352,11.955813,västra götaland enköping
kalmar,uppsala,0880,8,59.800636,17.376210999999998,uppsala kalmar
hagfors,värmland,1783,17,60.087994,13.646585,värmland hagfors
smedjebacken,dalarna,2061,20,60.124551,15.281262,dalarna smedjebacken
kungsbacka,halland,1384,13,57.530203,11.976054,halland kungsbacka
gällivare,norrbotten,2523,25,66.91645799999999,21.566148,norrbotten gällivare
ronneby,blekinge,1081,10,56.390162,15.102686,blekinge ronneby
kungsbacka,halland,1384,13,57.465284,11.988166,halland kungsbacka
åre,västra götaland,2321,23,57.716959,12.388543,västra götaland åre
hallsberg,örebro,1861,18,58.99313100000001,15.32773,örebro hallsberg
hallstahammar,västmanland,1961,19,59.613448,16.230161,västmanland hallstahammar
norrtälje,stockholm,0188,1,60.05176,18.597017,stockholm norrtälje
kalmar,kalmar,0880,8,56.499708,16.103074,kalmar kalmar
halmstad,halland,1380,13,56.673982,12.857482,halland halmstad
borlänge,dalarna,2081,20,60.40596,15.386742000000002,dalarna borlänge
tanum,västra götaland,1435,14,58.553609,11.273685,västra götaland tanum
askersund,skåne,1882,18,56.031989,14.204713,skåne askersund
sandviken,uppsala,2181,21,59.819391,17.782188,uppsala sandviken
kristianstad,skåne,1290,12,56.031989,14.204713,skåne kristianstad
kristianstad,skåne,1290,12,56.017863,14.193314,skåne kristianstad
ragunda,jämtland,2303,23,63.108577,16.355842000000006,jämtland ragunda
simrishamn,skåne,1291,12,55.503246,14.152144,skåne simrishamn
strömsund,jämtland,2313,23,63.582469,15.354173,jämtland strömsund
örebro,örebro,1880,18,59.14006800000001,15.668353,örebro örebro
haparanda,norrbotten,2583,25,65.835667,24.135721,norrbotten haparanda
boden,norrbotten,2582,25,66.088515,20.944173000000006,norrbotten boden
östersund,jämtland,2380,23,63.039251,14.462705,jämtland östersund
heby,uppsala,0331,3,60.108367,17.209961,uppsala heby
östhammar,uppsala,0382,3,60.167768,18.484925,uppsala östhammar
västerås,västmanland,1980,19,59.53189,16.714112,västmanland västerås
eslöv,skåne,1285,12,55.717611,13.52561,skåne eslöv
nordanstig,gävleborg,2132,21,61.92763000000001,17.217365,gävleborg nordanstig
halmstad,halland,1380,13,56.744347,12.724915,halland halmstad
nordanstig,gävleborg,2132,21,62.108258,16.711467000000006,gävleborg nordanstig
laxå,örebro,1860,18,59.083459,14.65499,örebro laxå
helsingborg,skåne,1283,12,56.137304,12.813448,skåne helsingborg
karlskrona,blekinge,1080,10,56.109771,15.465959,blekinge karlskrona
laholm,halland,1381,13,56.413086,13.006068,halland laholm
gotland,gotland,0980,9,57.1616,18.332037,gotland gotland
halmstad,halland,1380,13,56.728083,12.671424,halland halmstad
falkenberg,halland,1382,13,56.88081999999999,12.628135,halland falkenberg
heby,uppsala,0331,3,60.066453,17.007220999999998,uppsala heby
borås,västra götaland,1490,14,57.808591,12.752778,västra götaland borås
härjedalen,västra götaland,2361,23,57.500563,12.54157,västra götaland härjedalen
munkedal,västra götaland,1430,14,58.64499300000001,11.780037,västra götaland munkedal
hedemora,dalarna,2083,20,60.278599,15.987029,dalarna hedemora
övertorneå,norrbotten,2518,25,66.235517,23.677934,norrbotten övertorneå
ystad,skåne,1286,12,55.451182,13.797324,skåne ystad
gävle,gävleborg,2180,21,60.394025,17.006446,gävleborg gävle
fagersta,västmanland,1982,19,59.97604000000001,15.743985999999998,västmanland fagersta
lycksele,västerbotten,2481,24,64.020241,19.902091,västerbotten lycksele
göteborg,västra götaland,1480,14,57.696493,12.255842,västra götaland göteborg
helsingborg,skåne,1283,12,56.044198,12.704068,skåne helsingborg
storuman,västerbotten,2421,24,65.81527700000001,15.08528,västerbotten storuman
piteå,norrbotten,2581,25,65.222951,21.282341,norrbotten piteå
gotland,gotland,0980,9,57.240149,18.380019,gotland gotland
alingsås,västra götaland,1489,14,57.844528,12.4772,västra götaland alingsås
orust,västra götaland,1421,14,58.236163,11.679338,västra götaland orust
herrljunga,västra götaland,1466,14,58.009184,13.157048,västra götaland herrljunga
kramfors,västernorrland,2282,22,62.9166,18.027686,västernorrland kramfors
norrtälje,stockholm,0188,1,60.129473,18.647286,stockholm norrtälje
norrköping,östergötland,0581,5,58.628076,16.175319000000002,östergötland norrköping
gislaved,jönköping,0662,6,57.446111,13.594167,jönköping gislaved
ydre,östergötland,0512,5,57.95,15.066667,östergötland ydre
svenljunga,västra götaland,1465,14,57.633198,13.161682999999998,västra götaland svenljunga
gnosjö,jönköping,0617,6,57.314476,13.891287,jönköping gnosjö
sandviken,västernorrland,2181,21,62.427959,17.415109,västernorrland sandviken
varberg,halland,1383,13,57.073175,12.36675,halland varberg
härryda,västra götaland,1401,14,57.70281600000001,12.451188,västra götaland härryda
laholm,halland,1381,13,56.42825300000001,13.312204,halland laholm
umeå,västerbotten,2480,24,63.93951800000001,20.156303,västerbotten umeå
krokom,jämtland,2309,23,63.319726,14.458035,jämtland krokom
helsingborg,skåne,1283,12,56.09833100000001,12.638806,skåne helsingborg
hjo,västra götaland,1497,14,58.268521,14.280176,västra götaland hjo
västervik,kalmar,0883,8,57.62059,16.30301,kalmar västervik
hallsberg,örebro,1861,18,58.90056,15.434484,örebro hallsberg
leksand,dalarna,2029,20,60.794918,14.967465,dalarna leksand
alvesta,kronoberg,0764,7,56.914297,14.453907,kronoberg alvesta
alingsås,halland,1489,14,57.541825,12.151121,halland alingsås
kungsbacka,västra götaland,1384,13,58.086516,11.601715,västra götaland kungsbacka
eksjö,jönköping,0686,6,57.6291,15.343187,jönköping eksjö
ängelholm,skåne,1292,12,56.316862,12.917843,skåne ängelholm
lilla edet,västra götaland,1462,14,58.180071,12.108522,västra götaland lilla edet
staffanstorp,skåne,1230,12,55.669848,13.139972,skåne staffanstorp
hofors,gävleborg,2104,21,60.48546999999999,16.453538,gävleborg hofors
kävlinge,skåne,1261,12,55.798332,12.976774,skåne kävlinge
mjölby,östergötland,0586,5,58.330768000000006,15.026194,östergötland mjölby
uddevalla,västra götaland,1485,14,58.396473,11.757787,västra götaland uddevalla
vaggeryd,jönköping,0665,6,57.51721,14.274435,jönköping vaggeryd
svedala,skåne,1263,12,55.554932,13.273687,skåne svedala
halmstad,västernorrland,1380,13,62.679578,16.52976,västernorrland halmstad
karlskrona,blekinge,1080,10,56.420251,15.538951999999998,blekinge karlskrona
umeå,västerbotten,2480,24,63.708173,20.373003,västerbotten umeå
vetlanda,jönköping,0685,6,57.437279,15.199514,jönköping vetlanda
svenljunga,västra götaland,1465,14,57.413322,12.973595,västra götaland svenljunga
värnamo,jönköping,0683,6,57.037367,14.258215,jönköping värnamo
vårgårda,västra götaland,1442,14,57.967728,12.72825,västra götaland vårgårda
avesta,dalarna,2084,20,60.291412,16.402185,dalarna avesta
kinda,västra götaland,0513,5,58.523834,13.892760999999998,västra götaland kinda
mark,västra götaland,1463,14,57.358548,12.472959,västra götaland mark
piteå,norrbotten,2581,25,65.28014300000001,21.403477,norrbotten piteå
strömsund,jämtland,2313,23,64.115163,16.202507999999998,jämtland strömsund
gullspång,västra götaland,1447,14,58.85782,14.217518,västra götaland gullspång
berg,jämtland,2326,23,62.811151,14.442336,jämtland berg
sundsvall,västernorrland,2281,22,62.47150500000001,17.40085,västernorrland sundsvall
lessebo,kronoberg,0761,7,56.789422,15.134665,kronoberg lessebo
örebro,örebro,1880,18,59.34656999999999,15.227392000000002,örebro örebro
kristianstad,skåne,1290,12,55.84036800000001,13.96827,skåne kristianstad
hudiksvall,gävleborg,2184,21,61.728273,17.104708,gävleborg hudiksvall
bollebygd,västra götaland,1443,14,57.69580300000001,12.734457,västra götaland bollebygd
eksjö,östergötland,0686,6,58.536157,15.690562,östergötland eksjö
hultsfred,kalmar,0860,8,57.39479300000001,15.775161,kalmar hultsfred
ulricehamn,jönköping,1491,14,57.16119000000001,14.924104000000002,jönköping ulricehamn
enköping,uppsala,0381,3,59.625723,16.948556,uppsala enköping
sotenäs,västra götaland,1427,14,58.441239,11.301082,västra götaland sotenäs
varberg,halland,1383,13,57.10065600000001,12.355766,halland varberg
eslöv,skåne,1285,12,55.796007,13.438365,skåne eslöv
örnsköldsvik,västernorrland,2284,22,63.333385,19.161944,västernorrland örnsköldsvik
ljusdal,gävleborg,2161,21,61.79721,16.193829,gävleborg ljusdal
åstorp,skåne,1277,12,56.105325,12.869367,skåne åstorp
hylte,halland,1315,13,56.999572,13.239954999999998,halland hylte
mark,västra götaland,1463,14,57.555518000000006,12.53943,västra götaland mark
upplands-bro,stockholm,0139,1,59.587032,17.661931,stockholm upplands-bro
uppsala,uppsala,0380,3,59.838302,17.57615,uppsala uppsala
ludvika,dalarna,2085,20,60.185035,15.204185999999998,dalarna ludvika
eskilstuna,jämtland,0484,4,63.002228,14.963202,jämtland eskilstuna
värnamo,västra götaland,0683,6,58.262814,13.521134,västra götaland värnamo
östersund,jämtland,2380,23,63.390779,14.89369,jämtland östersund
landskrona,skåne,1282,12,55.851545,12.915209,skåne landskrona
karlshamn,jönköping,1082,10,57.339693,14.568146,jönköping karlshamn
eskilstuna,södermanland,0484,4,59.319095,16.597212,södermanland eskilstuna
eskilstuna,södermanland,0484,4,59.390145,16.424177,södermanland eskilstuna
hällefors,örebro,1863,18,59.78295,14.522491,örebro hällefors
flen,södermanland,0482,4,59.151383,16.500051000000006,södermanland flen
götene,västra götaland,1471,14,58.630563,13.437862,västra götaland götene
finspång,västra götaland,0562,5,58.10759300000001,13.270394,västra götaland finspång
mölndal,västra götaland,1481,14,57.599574,12.189499,västra götaland mölndal
munkedal,västra götaland,1430,14,58.578554,11.543153,västra götaland munkedal
sölvesborg,blekinge,1083,10,56.01378100000001,14.696968,blekinge sölvesborg
härryda,västra götaland,1401,14,57.618286,12.435963,västra götaland härryda
vindeln,västerbotten,2404,24,64.307651,19.623205,västerbotten vindeln
öckerö,västra götaland,1407,14,57.734884,11.652415,västra götaland öckerö
leksand,dalarna,2029,20,60.702229,15.047116,dalarna leksand
strängnäs,södermanland,0486,4,59.361288,16.901567,södermanland strängnäs
härnösand,västernorrland,2280,22,62.632308,17.937991,västernorrland härnösand
härryda,västra götaland,1401,14,57.669189,12.295911,västra götaland härryda
landskrona,skåne,1282,12,55.93240600000001,12.876023,skåne landskrona
hässleholm,skåne,1293,12,56.157986,13.765332,skåne hässleholm
nacka,gävleborg,0182,1,60.680797,16.826887,gävleborg nacka
ödeshög,blekinge,0509,5,56.085896,15.756573,blekinge ödeshög
hässleholm,skåne,1293,12,56.284508,13.936391,skåne hässleholm
norrtälje,örebro,0188,1,59.233846,14.537957,örebro norrtälje
höganäs,skåne,1284,12,56.20085600000001,12.551584,skåne höganäs
kil,värmland,1715,17,59.556837,13.053804,värmland kil
orust,västra götaland,1421,14,58.000793,11.655793,västra götaland orust
högsby,kalmar,0821,8,57.113119,15.880439,kalmar högsby
vingåker,västernorrland,0428,4,62.78975300000001,17.8214,västernorrland vingåker
färgelanda,västra götaland,1439,14,58.651104,12.055453,västra götaland färgelanda
ulricehamn,västra götaland,1491,14,57.838663,13.286221,västra götaland ulricehamn
västerås,västra götaland,1980,19,57.752535,12.990957,västra götaland västerås
vellinge,skåne,1233,12,55.493338,13.008787,skåne vellinge
vellinge,skåne,1233,12,55.413762,12.963231,skåne vellinge
södertälje,stockholm,0181,1,59.02549200000001,17.535552,stockholm södertälje
öckerö,västra götaland,1407,14,57.690313,11.65205,västra götaland öckerö
hörby,skåne,1266,12,55.854013,13.663329999999998,skåne hörby
hässleholm,skåne,1293,12,56.205668,13.59975,skåne hässleholm
umeå,västerbotten,2480,24,63.62785600000001,19.914096,västerbotten umeå
sölvesborg,blekinge,1083,10,56.040496,14.76519,blekinge sölvesborg
tjörn,västra götaland,1419,14,58.033244,11.74835,västra götaland tjörn
höör,skåne,1267,12,55.933291,13.545383,skåne höör
borlänge,dalarna,2081,20,60.380512,15.233007999999998,dalarna borlänge
älvdalen,dalarna,2039,20,61.858427,12.716846,dalarna älvdalen
finspång,östergötland,0562,5,58.845527,15.696952,östergötland finspång
skövde,västra götaland,1496,14,58.398704,13.978407,västra götaland skövde
hudiksvall,gävleborg,2184,21,61.642963,17.078121,gävleborg hudiksvall
nordanstig,gävleborg,2132,21,61.858634,17.050985,gävleborg nordanstig
sundsvall,västernorrland,2281,22,62.60967900000001,17.020301,västernorrland sundsvall
alingsås,västra götaland,1489,14,57.85041999999999,12.458476,västra götaland alingsås
eksjö,västra götaland,0686,6,58.262271,13.548443,västra götaland eksjö
växjö,kronoberg,0780,7,56.740857,14.929001,kronoberg växjö
höganäs,skåne,1284,12,56.185135,12.632973,skåne höganäs
umeå,västerbotten,2480,24,63.813807,20.419065,västerbotten umeå
leksand,dalarna,2029,20,60.679419,15.092323,dalarna leksand
oxelösund,södermanland,0481,4,58.687827,17.044937,södermanland oxelösund
västerås,västmanland,1980,19,59.60255600000001,16.693707,västmanland västerås
vallentuna,stockholm,0115,1,59.55161700000001,18.030971,stockholm vallentuna
ronneby,blekinge,1081,10,56.226857,15.420548000000002,blekinge ronneby
emmaboda,halland,0862,8,56.838673,12.97944,halland emmaboda
jokkmokk,norrbotten,2510,25,66.605853,19.837931,norrbotten jokkmokk
partille,västra götaland,1402,14,57.74697800000001,12.17126,västra götaland partille
essunga,örebro,1445,14,59.151973,15.32261,örebro essunga
höganäs,jönköping,1284,12,58.012524,14.59063,jönköping höganäs
haninge,stockholm,0136,1,59.142399,18.131791,stockholm haninge
kiruna,norrbotten,2584,25,67.850378,20.605304,norrbotten kiruna
vara,uppsala,1470,14,59.691678,17.043492999999998,uppsala vara
pajala,norrbotten,2521,25,67.428291,22.511417,norrbotten pajala
sollefteå,västernorrland,2283,22,63.798958,16.921770000000002,västernorrland sollefteå
övertorneå,norrbotten,2518,25,66.55764,23.832344,norrbotten övertorneå
sandviken,gävleborg,2181,21,60.662727,16.697894,gävleborg sandviken
uppsala,uppsala,0380,3,59.90485,17.716677,uppsala uppsala
karlskrona,blekinge,1080,10,56.190848,15.840349,blekinge karlskrona
olofström,blekinge,1060,10,56.241287,14.531979000000002,blekinge olofström
luleå,norrbotten,2580,25,65.85376099999999,22.498201,norrbotten luleå
kävlinge,skåne,1261,12,55.79271,12.950475,skåne kävlinge
sandviken,gävleborg,2181,21,60.71993000000001,16.597216,gävleborg sandviken
uppsala,uppsala,0380,3,59.886907,17.200554999999998,uppsala uppsala
södertälje,stockholm,0181,1,59.083333,17.566667000000002,stockholm södertälje
vansbro,dalarna,2021,20,60.55,14.35,dalarna vansbro
hultsfred,kalmar,0860,8,57.408473,15.621071,kalmar hultsfred
åre,jämtland,2321,23,63.348376,13.463667999999998,jämtland åre
lidköping,västra götaland,1494,14,58.38011,12.972543,västra götaland lidköping
ljusdal,gävleborg,2161,21,61.71589399999999,16.169320000000006,gävleborg ljusdal
nordanstig,gävleborg,2132,21,61.978121,17.243329,gävleborg nordanstig
piteå,norrbotten,2581,25,65.154321,21.498697,norrbotten piteå
jönköping,jönköping,0680,6,57.78147,14.162757,jönköping jönköping
nyköping,södermanland,0480,4,58.746927,16.725095,södermanland nyköping
stenungsund,västra götaland,1415,14,57.98639300000001,11.831144,västra götaland stenungsund
skellefteå,västerbotten,2482,24,65.05764599999999,20.041264,västerbotten skellefteå
arvika,värmland,1784,17,59.67342900000001,12.504671,värmland arvika
kalix,norrbotten,2514,25,65.771284,23.130228,norrbotten kalix
strängnäs,södermanland,0486,4,59.265052,17.282932000000002,södermanland strängnäs
luleå,norrbotten,2580,25,65.524573,22.059254,norrbotten luleå
södertälje,västernorrland,0181,1,63.532883,19.116272,västernorrland södertälje
ronneby,blekinge,1081,10,56.24561,15.287237,blekinge ronneby
kalmar,kalmar,0880,8,56.662882,16.366238,kalmar kalmar
öckerö,västra götaland,1407,14,57.70896800000001,11.680922,västra götaland öckerö
pajala,norrbotten,2521,25,67.484526,22.655664,norrbotten pajala
vallentuna,uppsala,0115,1,59.92665,17.837014,uppsala vallentuna
kiruna,norrbotten,2584,25,68.440505,22.474315,norrbotten kiruna
tierp,uppsala,0360,3,60.52194,17.636231,uppsala tierp
karlsborg,västra götaland,1446,14,58.59448199999999,14.539705,västra götaland karlsborg
karlshamn,blekinge,1082,10,56.170172,14.863127,blekinge karlshamn
karlskoga,örebro,1883,18,59.388301,14.5526,örebro karlskoga
karlskrona,blekinge,1080,10,56.16210699999999,15.586642,blekinge karlskrona
karlstad,värmland,1780,17,59.379913,13.502948000000002,värmland karlstad
luleå,norrbotten,2580,25,65.59728299999999,22.079106,norrbotten luleå
haparanda,norrbotten,2583,25,66.04455300000001,23.953027,norrbotten haparanda
sjöbo,skåne,1265,12,55.591988,13.637648,skåne sjöbo
mörbylånga,kalmar,0840,8,56.459838,16.428953,kalmar mörbylånga
vänersborg,stockholm,1487,14,59.475315,17.836947,stockholm vänersborg
katrineholm,södermanland,0483,4,59.016346,16.324228,södermanland katrineholm
helsingborg,skåne,1283,12,56.193491,12.755286,skåne helsingborg
jönköping,jönköping,0680,6,57.854004,14.307587,jönköping jönköping
strömstad,västra götaland,1486,14,58.952553,11.152931,västra götaland strömstad
bollnäs,gävleborg,2183,21,61.228627,16.567118,gävleborg bollnäs
kil,värmland,1715,17,59.56710699999999,13.190544,värmland kil
osby,skåne,1273,12,56.475869,14.096954,skåne osby
nacka,värmland,0182,1,59.56710699999999,13.190544,värmland nacka
örebro,örebro,1880,18,59.068552,15.539169,örebro örebro
norrköping,östergötland,0581,5,58.54892099999999,15.968906,östergötland norrköping
mark,västra götaland,1463,14,57.507764,12.692822,västra götaland mark
hylte,halland,1315,13,57.026938,13.110207,halland hylte
falköping,västra götaland,1499,14,58.074887,13.519676,västra götaland falköping
borås,västra götaland,1490,14,57.593197,12.874498,västra götaland borås
kiruna,norrbotten,2584,25,67.85507199999999,20.225548,norrbotten kiruna
kinda,östergötland,0513,5,57.98781999999999,15.631767000000002,östergötland kinda
simrishamn,skåne,1291,12,55.684635,14.224772,skåne simrishamn
eskilstuna,södermanland,0484,4,59.387697,16.677549,södermanland eskilstuna
trelleborg,västra götaland,1287,12,58.336555,13.885317,västra götaland trelleborg
vaggeryd,jönköping,0665,6,57.355188,14.10138,jönköping vaggeryd
sundsvall,västernorrland,2281,22,62.328093,17.208368,västernorrland sundsvall
gotland,gotland,0980,9,57.386394,18.202844,gotland gotland
klippan,skåne,1276,12,56.116273,13.228856,skåne klippan
klippan,skåne,1276,12,56.11979,13.148501,skåne klippan
kramfors,västernorrland,2282,22,62.876604,17.907754999999995,västernorrland kramfors
motala,östergötland,0583,5,58.496565,15.338339,östergötland motala
skellefteå,västerbotten,2482,24,64.72952,20.716593,västerbotten skellefteå
svedala,skåne,1263,12,55.594253,13.249007999999998,skåne svedala
tjörn,västra götaland,1419,14,57.944109,11.538262,västra götaland tjörn
kungsbacka,halland,1384,13,57.363652,12.141729,halland kungsbacka
arvika,värmland,1784,17,59.537569,12.743575,värmland arvika
tjörn,västra götaland,1419,14,58.037972,11.575078,västra götaland tjörn
luleå,norrbotten,2580,25,65.638013,21.392009,norrbotten luleå
berg,jämtland,2326,23,62.527828,14.197194,jämtland berg
knivsta,uppsala,0330,3,59.743923,17.816204,uppsala knivsta
uppsala,uppsala,0380,3,59.909686,18.266033,uppsala uppsala
laholm,halland,1381,13,56.520239,13.316688,halland laholm
kungälv,västra götaland,1482,14,57.94390300000001,11.850813,västra götaland kungälv
hallstahammar,västmanland,1961,19,59.56248100000001,16.235982999999994,västmanland hallstahammar
köping,västmanland,1983,19,59.59984100000001,15.844000000000001,västmanland köping
tingsryd,kronoberg,0763,7,56.497917,15.121524,kronoberg tingsryd
ljusnarsberg,örebro,1864,18,59.874506,14.990384,örebro ljusnarsberg
värmdö,stockholm,0120,1,59.335833,18.565,stockholm värmdö
piteå,norrbotten,2581,25,65.404689,21.478504,norrbotten piteå
eda,värmland,1730,17,59.703155,12.149459,värmland eda
pajala,norrbotten,2521,25,66.850432,23.056268,norrbotten pajala
hjo,västra götaland,1497,14,58.3,14.083332999999998,västra götaland hjo
vetlanda,jönköping,0685,6,57.3025,15.125278,jönköping vetlanda
älvsbyn,norrbotten,2560,25,65.66819,20.867354,norrbotten älvsbyn
jönköping,jönköping,0680,6,57.814875,14.145419,jönköping jönköping
gällivare,norrbotten,2523,25,67.185964,20.738665,norrbotten gällivare
lessebo,kronoberg,0761,7,56.84754100000001,15.394082,kronoberg lessebo
kungälv,västra götaland,1482,14,57.841715,11.686537,västra götaland kungälv
sundsvall,västernorrland,2281,22,62.470936,17.155297,västernorrland sundsvall
kramfors,västernorrland,2282,22,62.930611,17.78399,västernorrland kramfors
klippan,skåne,1276,12,56.095109,13.145129,skåne klippan
oskarshamn,kalmar,0882,8,57.400567,16.197434,kalmar oskarshamn
kristianstad,skåne,1290,12,56.029377,14.156685,skåne kristianstad
kristinehamn,värmland,1781,17,59.311361,14.11176,värmland kristinehamn
nybro,kalmar,0881,8,56.777766,16.053326000000002,kalmar nybro
norrköping,östergötland,0581,5,58.67498000000001,16.365736,östergötland norrköping
krokom,jämtland,2309,23,63.802225,14.180882999999998,jämtland krokom
avesta,dalarna,2084,20,60.127434,16.211779,dalarna avesta
håbo,uppsala,0305,3,59.60604100000001,17.404754,uppsala håbo
linköping,östergötland,0580,5,58.440932,15.468801999999998,östergötland linköping
eskilstuna,södermanland,0484,4,59.449047,16.531014000000006,södermanland eskilstuna
gnosjö,västmanland,0617,6,59.914851,16.250672,västmanland gnosjö
vaxholm,stockholm,0187,1,59.413961,18.304833,stockholm vaxholm
kumla,örebro,1881,18,59.117423,15.109026,örebro kumla
ekerö,stockholm,0125,1,59.405967,17.627952,stockholm ekerö
sandviken,gävleborg,2181,21,61.36548199999999,16.947860000000002,gävleborg sandviken
sotenäs,västra götaland,1427,14,58.360817,11.251142,västra götaland sotenäs
eslöv,skåne,1285,12,56.102261,12.6958,skåne eslöv
upplands-bro,stockholm,0139,1,59.478667,17.751169,stockholm upplands-bro
varberg,halland,1383,13,57.30581700000001,12.56488,halland varberg
kungsör,västmanland,1960,19,59.413971,16.087752,västmanland kungsör
kungälv,västra götaland,1482,14,57.870786,11.978862,västra götaland kungälv
trelleborg,skåne,1287,12,55.376975,13.084278,skåne trelleborg
uddevalla,västra götaland,1485,14,58.363597,11.890481,västra götaland uddevalla
skellefteå,västerbotten,2482,24,64.87881,20.79953,västerbotten skellefteå
kiruna,norrbotten,2584,25,68.381679,22.826079,norrbotten kiruna
norrköping,östergötland,0581,5,58.64077,16.628524,östergötland norrköping
nyköping,södermanland,0480,4,58.92749499999999,17.369469,södermanland nyköping
halmstad,halland,1380,13,56.783227,12.832206,halland halmstad
